Job Salary,Job Experience Required,Role Category,Functional Area,Industry,Job Title,Skills List
"250,000",2.5,Corporate Sales,"Sales , Retail , Business Development","Internet, Ecommerce",Sales Executive,"sales management, marketing, Customer Relationship, New Client Acquisition, Lead Generation, sales manager, Client Servicing, business development, field sales"
"350,000",1.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"Communication Skills, Spoken English, Customer Support, Night Shift"
"325,000",5.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Security, Law Enforcement",Industrial,"statutory compliance, ir, labour laws, Legal Compliance, contract labour"
"300,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Web Technologies, PHP, Web Development"
"1,250,000",8.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead,"mule esb, mule - esb"
"237,500",2.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"CSS, LINQ, MVC Framework, Javascript, Bootstrap, HTML, Entity Framework, JSON, JQuery, Ajax"
"650,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,ASP.Net MVC
"1,500,000",7.5,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Regional Manager,"Business Planning, Lead Generation, B2C Sales, Telesales, business strategy, Online Marketing, Inside Sales, Business Development, Market Research, Customer Handling, Customer Acquisition"
"750,000",5.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"css, Illustrator, photoshop, HTML, Process Flows"
"287,500",3.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"voice process, international bpo, CSR, configuration, customer service, Technical Support, outbound process, customer care, technical support executive, customer support"
"700,000",2.0,Content Development,"Journalism , Editing , Content","Internet, Ecommerce",Content Developer,"Content Creation, Content Developer, Content Writing, content"
"700,000",5.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,"US Staffing, c2c, Dice, US IT Recruitment, w2, us recruitment"
"375,000",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"active directory, it helpdesk, windows server, server management, technical support, desktop support, help desk operations, it service desk, server os, it support, dhcp server, network engineer, system administration, ms exchange, office 365"
"312,500",3.5,University Level,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer,"teaching, curriculum development, lecturer activities, supervision, staff development, lecturer, faculty, Physiology"
"250,000",2.5,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive,"B2C Sales, Direct Sales, business development, bdm, business development manager, sales marketing, Revenue Generation, Educational Sales, Sales, Lead Generation, sales insurance, Corporate Sales"
"450,000",5.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",HR Manager,"HR Generalist Activities, Human Resource Management, HR Generalist"
"325,000",3.0,Advertising,"Marketing , Advertising , MR , PR , Media Planning","Media, Entertainment, Internet",Client Servicing,"Sales, Cold Calling, Business Development"
"362,500",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, call center, customer service executive, cse, technical support, voice, international bpo, international call center, customer service associate, csa, technical support associate, fresher, airlines, undergraduate"
"400,000",3.5,Corporate Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive,"digital marketing, bd, Direct Sales, retail sales, bdm, Sales Executive, Sales Officer, enrollment, marketing, sales management, lead generation, business development executive, telecalling, revenue collection, Business Development, career counselling"
"437,500",4.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Service,"CNC Programming, PLC Programmer"
"200,000",3.5,Purchase/Material Management,Purchase / Logistics / Supply Chain,"Chemicals, PetroChemical, Plastic, Rubber",Purchase,"purchase assistant, purchase vendor development"
"187,500",2.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"CSS, Javascript, HTML, MySQL, Bootstrap, Web Development, MongoDB, Web Services, NoSQL, User Interface Designing, UI Designer, Angularjs, Node.Js, Python Developer, Python, GCP, Web Developer"
"475,000",4.5,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology",Medical Devices / Equipments,Medical Representative,"marketing, Sales, client servicing, business development, Medical Equipment"
"2,150,000",10.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Water Treatment, Waste Management",Chartered Accountant,"Accounting, Finance, Loss, VAT, Chartered Accountant, Gst, Profit, Taxation, fund flow, Balance Sheet, Auditing, Cash Flow"
"412,500",3.5,Creative,"Design , Creative , User Experience","FMCG, Foods, Beverage",Graphic Designer,"creative designer, dreamweaver, Promotions, Creative Designing, Social Media, Illustrator, Campaigns, photoshop, graphic designer, Advertising, Software Design, Marketing"
"225,000",1.0,Finance/Audit,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Financial Analyst,"mba finance, investment banking, capital market, mcom, back office, bse, nse, derivatives, debentures, equity, money market, shares, hedging, Financial Analysis"
"900,000",5.5,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Software Developer,"angularjs, postgresql, mean stack developer, javascript, Mean Stack, Python"
"225,000",3.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Customer Service, Semi Voice"
"900,000",3.0,Programming & Design,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",Database Architect,"Business Intelligence, Analytics"
"750,000",5.5,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Automobile, Auto Anciliary, Auto Components",Software Developer,"Computer science, GIT, HMI, Agile, Electronics, Instrumentation, SDK, Object oriented programming, SDLC, Automotive"
"325,000",3.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"ASP.Net, .Net, MVC, ASP.Net MVC, JQuery"
"800,000",4.0,Designer,"Fashion Designing , Merchandising","Export, Import",Apparel,Designer
"950,000",4.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Java, Computer Science, JEE, C, SQL Queries, Software Development, Design Patterns, Database, Agile Methodology, Memory Management"
"900,000",12.5,Senior Management,"Strategy , Management Consulting , Corporate Planning","Agriculture, Dairy",Head,Pricing Strategy
"212,500",0.0,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"Customer Care, International BPO, Call Center, Inbound Process, Cce, Night Shift, Calling, Non Voice Process, KPO, Outbound, Sales, Marketing, Customer Support, Back Office, Non Voice, Domestic BPO, Data Entry, Voice Process, MNC"
"150,000",1.5,Senior Management,"IT Software - eCommerce , Internet Technologies","Internet, Ecommerce",Program Manager,"online marketing, Receiving, Internet Marketing, Content Writing"
"275,000",2.0,Creative,"Design , Creative , User Experience","Education, Teaching, Training",Graphic Designer,"indesign, adobe premiere pro, graphic designing, adobe after effects, adobe, video editing, graphic designer, adobe audition, illustrator"
"375,000",2.5,Other,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Trainee,"bpo, call centre, btech, freshers, back office, it, trainee, part time, bcom, bsc, teachers, freelance, nurse, data entry, ba"
"475,000",4.5,Channel Sales,"Sales , Retail , Business Development",Tyres,Sales Executive ,"marketing, channel sales, distributor sales, dealer sales, retail sales, business development, distribution, Territory Management, Area Management"
"350,000",1.0,Corporate Banking,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Relationship Executive,"Customer Experience, Relationship Management, Digital Marketing"
"1,075,000",9.5,Senior Management,"Sales , Retail , Business Development","Real Estate, Property",Head,"hr administration, recruitment, exit interviews, employee orientation, travel, performance management, leave, grievance handling, joining formalities, attendance, esic, wage administration"
"650,000",6.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Design Patterns, Core Java, multithreading, Struts, spring, MVC, Spring Boot, Spring Batch, PLSQL, Oracle, Communication Skills, SQL"
"1,500,000",12.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead,"sql server, derivatives, equity, hedge funds, operations management, mutual funds, oracle, finance, fixed income, Application Support"
"225,000",5.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,"IT Recruiter, hr recruiter, IT Recruitment, Sourcing, Interviewing, Recruitment, Screening, technical recruitment, recruitment executive, Non It, hr recruitment, Recruitment Consultant, freelancer, Recruiter"
"2,250,000",5.5,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Semiconductors, Electronics",Team Lead,"DRC, Layout Design, LVS, Cadence Virtuoso, CMOS, Mentor Graphics, EDA Tools, Design Engineering"
"600,000",7.5,Logistics,"Supply Chain , Logistics , Purchase , Materials","Courier, Transportation, Freight , Warehousing",Warehouse Manager,"Warehouse Management, inventory management, SLA, kpi"
"387,500",6.5,Online/Digital Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Search Engine Optimisation ,"digital marketing, search engine optimization, google adwords, search engine marketing, seo executive, sem, seo"
"1,550,000",11.5,Channel Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Regional Sales Manager,"enterprise sales, Government Sales, key account management, Regional Sales, Sales Management, Corporate Sales"
"275,000",3.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Executive,"Recruitment Executive, mba hr fresher, IT Recruitment, recruiter, hr, human resource, hr operations, HR Recruiter, it hiring, fresher, recruitment, hr generalist, bba fresher, hr fresher"
"287,500",3.0,R&D,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Wellness , Fitness , Sports, Beauty",Nutritionist,"dietetics, diet counselling"
"1,000,000",7.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"spring, Java, struts, hibernate, core java, Web Services, soap"
"225,000",2.5,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"risk management, risk assessment, fraud investigation"
"500,000",6.5,Channel Sales,"Sales , Retail , Business Development","Water Treatment, Waste Management",Sales ,"Sales Promotion, Promotions, Lead Generation, Franchise, Team Development, STP, WTP, WWTP, water treatment, Chemical"
"212,500",1.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Executive,"Metro Rail, Sales, Lead Generation, Corporate Tie - ups, Sourcing, Client Meeting, business development, Head Hunting, Marketing"
"900,000",6.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Retail, Wholesale",HR Business Partner,"Recruitment, HR, Exit Interviews, Induction, Employee Engagement, Payroll, Performance Management, Sales, Retention"
"400,000",3.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales,"B2B Sales, Relationship Management, Insurance, Banking Products, HNI, Investment Products, NR, Strong Communication Skills"
"1,750,000",19.0,Senior Management,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",Head,"GM, Agm, Employee Engagement, HR, DGM, Recruitment"
"1,000,000",7.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"css, Azure, nintex, sharepoint designer, Powershell, javascript, visual studio, node.js, java, git, html, Agile methodology"
"337,500",1.0,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Intern,"biology, microbiology, botany, medical coding, medical microbiology, bsc microbiology, zoology, msc microbiology"
"850,000",5.5,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales,"Business Development Management, Lead Generation, Cold Calling, New Business, Business Understanding, BDE, BDM, business development manager, sales business development, business development executive, marketing executive, sales executive, Sales Manager"
"1,025,000",9.5,Institutional Sales,"Sales , Retail , Business Development","Export, Import",Sales Promotion Manager,"Team Handling, Retail Store Operations, home furnishing, retail store, Retail Operations, lifestyle, Training, Sales, Luxury, Home Decor, operation, Operations Management, fashion"
"425,000",2.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"QA, across browsers, Manual Testing"
"350,000",1.5,Corporate Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive,"business development, sales marketing, corporate sales, sales, sales executive, field sales, marketing, educational sales, marketing executive, sales representative, marketing representative, sales insurance, sales associate, direct sales"
"212,500",3.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"insurance, Retail Sales, MR, business executive, Channel Sales, dealer sales, FMCG, Marketing, life insurance, advisor, B2B, Sales, B2C, Field Sales, general insurance, Business Development, RM, SDM, direct sales"
"325,000",5.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Pharma, Biotech, Clinical Research",Quality Assurance,"qc chemist, Pharmaceutical Quality Control, Chemist, Pharmaceutical Production, pharma qa, QA, QC, BSC, Production, MSC"
"425,000",4.0,Other,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Other,US IT Recruitment
"3,000,000",11.5,Senior Management,"HR , Recruitment , Administration , IR","Semiconductors, Electronics",Head,"Training, Salary, Sales, Compensation, Global Mobility, HR, Benefits, Service Operations, Shared Services"
"412,500",2.0,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Medical Officer,"biotechnology, biology, bpt, microbiology, botany, nursing, biomedical, medical coding, bsc, biochemistry, bioinformatics, medical coder, pharmacy, life sciences, msc, zoology"
"1,025,000",5.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"MySQL, LAMP, PHP, Rest, Redis, SOAP, Java, AWS, Web Services, Web Technologies"
"312,500",1.5,Retail Sales,"Sales , Retail , Business Development","Medical, Healthcare, Hospitals",Medical Representative,"Sales, Planning, Clinical Data"
"212,500",2.0,Online/Digital Marketing,"Marketing , Advertising , MR , PR , Media Planning","Real Estate, Property",Social Media Marketing Manager,"digital marketing, AdWords, Digital Campaigns, Social Media Marketing"
"1,300,000",6.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Branch Manager,"Customer Service, Account Opening, Casa, Heading Branch, Lead Generation, Branch Operations, External Audit, Operational Head, Daily Operations, Current Account"
"2,150,000",5.5,Programming & Design,IT Software - Other,"Recruitment, Staffing",Product Manager,"algorithms, software development, mobile technology, machine learning, market analysis, artificial intelligence, product design, product management, product development, scrum, agile, cloud computing, customer experience"
"725,000",8.5,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",Recruitment Manager,"recruitment, Volume, mass hiring, bulk hiring, volume hiring, mass recruitment, Stakeholder Management"
"412,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, Dell, customer service, hp, client servicing, international voice, networking, call center, kpo, customer support, ibm, Technical Support, desktop support, laptop support"
"362,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, csr, technical support engineer, inbound, customer service, customer care, call center, Care, customer support, tsr, outbound, technical service, Voice, customer support officer"
"250,000",3.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Aviation, Aerospace, Aeronautical",Product Development Executive,"Purchase, supply chain, material, Stock Management, logistics, Store Executive, inventory management"
"412,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"BPO, Voice, UK, US, Technical Support, Chat Process, Voice Process, Wipro, Serco, Firstsource, Sutherland, CCE, csr, TSE, cco, tsa, upselling, telecalling, sterling"
"275,000",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, International Call Center, Desktop Troubleshooting, Technical Process, Technical Voice Process, International BPO"
"1,250,000",9.5,Retail Sales,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales,"waterproofing, flooring, sales engineer, sales, business development, bde, admixture, concrete, tiles, epoxy, Repairs, Construction Chemicals"
"2,350,000",17.5,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead,"os internals, c++, python, c, device drivers, data structures, embedded linux"
"300,000",3.5,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Banquet Sales Executive,"Bar, Liquor, Inventory Management, Management, Restaurant Manager, Banquets"
"2,250,000",20.0,Senior Management,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Head,"credit approval, providing training, time study, credit assessment, market development, Credit Control, Corporate Credit"
"275,000",3.5,Finance/Audit,"Accounts , Finance , Tax , Company Secretary , Audit","Real Estate, Property",Finance Executive,"Finance, Accounts Executive"
"325,000",3.5,Retail Sales,"Sales , Retail , Business Development","Wellness , Fitness , Sports, Beauty",Sales Executive,"upselling, client engagement, cold calling, customer relationship, business development, corporate sales, new product, sales, target, sales executive activities, marketing initiatives, lead generation, selling, negotiation skills"
"1,250,000",17.5,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Factory Head,"production management, heavy fabrication, machine shop, production, factory head, production planning"
"200,000",2.5,Other,"Teaching , Education , Training , Counselling","NGO, Social Services, Regulators, Industry Associations",Other,"Evaluation, Program Management, Monitoring"
"275,000",2.5,Corporate Sales,"Sales , Retail , Business Development","Recruitment, Staffing",Sales Executive,"Sales, Lead Generation, cold calling, new business, Staffing, Client Acquisition, business development, proposals, Recruitment, Marketing"
"225,000",0.0,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Industrial Engineer,"Automobile Engineering, Production, Quality control, Trainee Engineer, Maintenance, Assembly"
"250,000",2.0,Corporate Sales,"Sales , Retail , Business Development",IT-Hardware & Networking,Sales Executive,"Competitor Analysis, Negotiation, Selection Process, Value Engineering, Sales Coordination, Market Intelligence"
"1,300,000",5.5,Programming & Design,IT Software - Other,"Banking, Financial Services, Broking",Software Developer,"ASP.Net MVC, C#.Net, SQL Azure, .NET Framework, Web Development, Web Technologies, Product Development, Design Development, Oracle Service Bus, CI, CD, Angularjs, React.Js"
"200,000",1.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive,"accounts executive, tds return, tds, Excel, accountant, accounts assistant, accounts officer, gst, tax, Advanced Excel, accounts, tally"
"675,000",6.5,Retail Sales,"Sales , Retail , Business Development","Retail, Wholesale",Retail Store Manager,"Retail Store Operations, Inventory Management, Store Management"
"1,750,000",20.0,Retail Sales,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales,"Business Development Management, Sales, Marketing, Lead Generation, Prospecting, Client Retention, New Business Development, Market Intelligence, Bidding, Negotiation, Bdm"
"850,000",7.5,Institutional Sales,"Sales , Retail , Business Development","Oil and Gas, Energy, Power, Infrastructure",Sales,"marketing, power system, UPS, business development, sales"
"1,200,000",9.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","KPO, Research, Analytics",Accounts Manager,"Mba Finance, O2C, R2R, Project Management, ICWA, Commerce, Project Accounting, Financial Management, Ca, P2P"
"500,000",3.5,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training",Sales,"B2C Sales, business development, bdm, sales marketing, life insurance, sale consulting, Sales, marketing executive, business development executive, marketing consulting, sales insurance, Sales Consulting"
"550,000",3.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Android Development, Android SDK, Android Studio"
"275,000",3.0,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"accounts receivable, accounts payable, Invoice Processing, journal entries, collection, order to cash, reconciliation, cash applications, otc"
"550,000",5.5,Operations,"ITES , BPO , KPO , LPO , Customer Service , Operations","KPO, Research, Analytics",Business Development Manager,"Excel Powerpoint, Market Research, Research Analysis, SAS, Report Writing, Proposal Preparation, Life Sciences, Written Communication, Interpersonal Skills, Communication Skills"
"1,500,000",20.0,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Project Manager-Production,"maintenance engineering, heavy fabrication, Maintenance"
"275,000",5.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Automobile, Auto Anciliary, Auto Components",Accounts Executive,"Tally, TDS, SAP ERP, Accounts Handling, Finance, Banking, Gst, Sales Accounting"
"175,000",1.0,Back Office/Web/Transaction Processing,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"International BPO, Backend, Data Entry, Computer Operating, Inbound, Domestic, bpo, non voice, back office, back office operations, data entry operations, Email Support, chat support, web process, Technical Support, tech support"
"287,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"customer service, customer support, Customer Care, Customer Support Engineer, Customer Care Executive, Customer Support Executive, customer service executive, customer service associate, customer service representative, customer care representative, ccr, cce"
"300,000",1.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"JCL, Cobol, Sql Db2, VSAM, Cics, REXX, Endevor, TWS, Connect Direct"
"400,000",3.5,Ticketing/Travel/Documentation,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Travel Agent,"travel sales consultant, inbound, sabre, international ticketing, us process, travel process, galileo, outbound, amadeus, gds, uk process"
"1,800,000",8.0,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Subject Matter Expert,"Oracle ERP, ERP Functional, Subject Matter Expertise, R12"
"200,000",1.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Product Development, Rest, Javascript, JSON, MongoDB, Node.Js"
"237,500",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"BPO, Communication Skills, Customer Service, Calling, International Process, Customer Handling"
"2,250,000",7.5,Analytics & BI,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst,"Jenkins, Java, Hadoop, Javascript, JSON, Bash, Spark, Groovy, Play Framework, Python"
"325,000",2.5,Channel Sales,"Sales , Retail , Business Development","Real Estate, Property",Sales Executive ,"Marketing, Sales, Customer Service, Outbound Calling, Telemarketing, Selling, Real Estate, Negotiation Skills"
"1,200,000",8.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Multithreading, Core Data, Data Structures, Objective C, Swift, Memory Management, IOS"
"825,000",2.5,Other,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Trainee,"Python, Machine Learning"
"175,000",3.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Automobile, Auto Anciliary, Auto Components",HR Executive,"HR, Recruitment, Payroll, Canteen, Transportation, IR, Administration, admin executive, administration executive, Training"
"1,050,000",9.5,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager,"Marketing Management, Digital Marketing, SMM, SEO, Social Media Marketing, Google Analytics, Online Marketing, Demand Generation, Lead Generation, Marketing Manager, Content Marketing"
"462,500",4.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"general, General Insurance, Agency Channel, Insurance Sales, Team Motivation, Sales Management, sales, Health Insurance"
"275,000",2.5,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive,"financial analysis, networking, online banking, internet marketing, corporate finance, account management, system administration, system manager, quality assurance, tally, online trading"
"900,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"C#, TFS, Rest, LINQ, Github, XML, Javascript, JSON, JQuery, Ajax"
"500,000",3.0,Admin/Maintenance/Security/Datawarehousing,"IT Software - ERP , CRM","Travel , Hotels , Restaurants , Airlines , Railways",System Administrator,"CRM Management, Zoho"
"2,250,000",9.5,Programming & Design,IT Software - Other,"IT-Software, Software Services",Software Developer,"nlp, data science"
"300,000",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"hiring, cce, inbound, amity, b.com, fresher, bba, customer care, blended process, mba, customer support, bsc, cse, uk shift, ba"
"1,500,000",6.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Javascript, UI Development, UX, Front End, Technical Leadership, Reliability Testing, Node.Js"
"550,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead,"Web Technologies, Team Leading"
"800,000",8.5,Corporate Sales,"Sales , Retail , Business Development","Retail, Wholesale",Sales,"bd, Lead Generation, Social Networking, Cold Calling, Campaigns, Senior Management, Business Development, Franchise, sales, Marketing"
"1,400,000",6.0,Channel Sales,"Sales , Retail , Business Development","Media, Entertainment, Internet",Client Relationship Manager,"Solution Sales, Marketing, Brand Solutions"
"1,300,000",10.5,Programming & Design,"IT Software - ERP , CRM","IT-Software, Software Services",Team Lead,"j2ee, java, sql server, weblogic, iis, jira, javascript, eclipse ide, agile methodology, scrum, agile development, web services, rdbms, ddl, hibernate, orm, spring framework, junit, jquery, tomcat, cvs, continuous integration, team leading, mentor"
"300,000",3.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"C#, LINQ, Html5, Javascript, ASP.Net, MS SQL Server, MVC, JQuery, .NET Framework, Ajax"
"275,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"fresher, isc, icse, inbound process, inbound sales, outbound, international bpo, uk process, bcom, communication skills, back office, cbse, web chat, chat process"
"537,500",4.0,Senior Management,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Head,"Client Servicing, client servicing executive"
"225,000",0.5,Training,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Technical,"BPO, International Voice Process, Back Office, Verbal Communication"
"750,000",7.5,Channel Sales,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Regional Sales Manager,"hospitality sales, sales & marketing, Cold Calling, Sales Executive, Business Development, Sales Manager, Hotel Sales, Marketing"
"137,500",1.5,Food & Beverage,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Steward,"Food, Beverage"
"225,000",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Telecalling,"Customer Care, Outbound Sales, Inbound Sales, Telesales"
"750,000",4.0,QA/Testing/Documentation,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Instructional Designer,"captivate, content development, instructional designer, snagit, web technologies, content writing, product trainer, instructional design, content developer, Technical Writer, content writer"
"1,100,000",10.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"SAP, SAP PI"
"237,500",5.5,Creative,"Design , Creative , User Experience","IT-Software, Software Services",Animation Designer,"photoshop, illustrator, flash, concept art, design"
"2,250,000",14.5,Senior Management,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Program Manager,"Java, Communication Skills, Project Management, Agile, .Net, Scrum, User Research, Leadership Skills, Delivery Management"
"950,000",5.5,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst,"user stories, business analysis, requirements management, wireframing, agile, scrum, client engagement, client interaction, jira, effort estimation"
