Job Salary,Job Experience Required,Role Category,Functional Area,Industry,Job Title,Skills List
"350,000",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"bpo, voice, digital marketing, btech, adwords, search engine, google adwords, client servicing, google, call center, voice process, cognizant, international voice process, client support, us shift, international, client service"
"312,500",5.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Branch Manager,"branch sales manager, relationship officer, assistant branch manager, Relationship Manager, business development executive, Branch Manager, bdm, Sale Executive, Marketing Executive"
"287,500",2.5,Operations/Processes/Finance/Legal,"Financial Services , Banking , Investments , Insurance","Internet, Ecommerce",Operations Officer,"fraud control, credit risk, fraud, fraud investigation, dispute resolution"
"550,000",5.5,Programming & Design,"IT Software - Application Programming , Maintenance","Industrial Products, Heavy Machinery",Software Developer,"PLC, HMI, SCADA, Allen Bradley, Siemens, VFD, Servo, Rockwell, Control Panel"
"975,000",3.5,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Gynaeocologist,"Senior Resident, Gynecology, Doctor"
"250,000",1.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Voice Process, Communication Skills, Technical Support, Technical, support, Technical Support Executive, Troubleshooting, installation, configuration"
"437,500",7.5,Logistics,Purchase / Logistics / Supply Chain,"Courier, Transportation, Freight , Warehousing",Warehouse Manager,Warehouse Manager
"850,000",2.0,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,French
"2,750,000",10.5,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst,"business analyst, credit cards, credit card"
"1,350,000",7.0,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Security,"Cism, Ccsp, Cyber Security, SOC, Nist, Security Management, Cissp"
"400,000",5.5,Institutional Sales,"Sales , Retail , Business Development","Consumer Electronics, Appliances, Durables",Institutional Sales,"PSU, b2b marketing, Distribution, Govt, Institutional Sales, B2B Sales, Direct Institutional Sales, Corporate Sales, Institutional Selling"
"512,500",5.5,Analytics & BI,Analytics & Business Intelligence,"BPO, Call Centre, ITeS",Data Analyst,"Business Intelligence, Excel Powerpoint, Business Analytics, Business Analyst, ms, office, Presentation, Business Analysis, Communication Skills, Business Planning, senior business analyst, Dashboards"
"287,500",2.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"technical support, voice process, international bpo, International Call Center, configuration, voice support, desktop support engineer, customer service, outbound process, customer care, technical support executive, customer support"
"287,500",2.5,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Nurse,"Nursing, OT, registered nurse, ICU, nurses"
"1,300,000",7.5,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales,"Life Insurance, Sales, Investment Products, General Insurance, Cross Selling, NRI, Loans, Liabilities, Banking, Finance, HNI, casa, retail liabilities"
"412,500",3.0,Content Development,"Journalism , Editing , Content","Media, Entertainment, Internet",Content Developer,"Content writer, Blogs, Content creation, Content Writing"
"950,000",5.5,Analytics & BI,Analytics & Business Intelligence,"Banking, Financial Services, Broking",Data Analyst,"risk management, macros, data analytics, data, mis reporting, data mining, banking operations, cognos, dashboards, excel, vba, written communication, ibm, operational risk management, reporting tools, ms office, communication skills"
"2,250,000",15.0,R&D,"Engineering Design , R&D","Oil and Gas, Energy, Power, Infrastructure",R&D Executive,"P, PFDS, Equipment Sizing, HySYS, Hydraulic Calculations, Material Balance, Line Sizing, PRO II, IDS, FLaReNet, FEED"
"425,000",5.5,Advertising,"Marketing , Advertising , MR , PR , Media Planning","Advertising, PR, MR, Event Management",Client Servicing,"accounts executive, Brand Manager, client servicing, client management, content strategy, accounts manager"
"1,500,000",7.5,Teachers,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Curriculum Designer,"curriculum development, teaching, training, learning, Course Director"
"325,000",4.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,Sap Lumira
"500,000",3.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"Collections expert, Customer Care officer, Technical Sales, Customer Service, CCO, CSE, CCP, Process Developer, International Bpo, BPO"
"625,000",5.5,Other,"HR , Recruitment , Administration , IR","Pharma, Biotech, Clinical Research",Other,"HR Policies, Training, Performance Management, HR Generalist Activities, Auditing, HR Processes, Statutory Compliance, Career Planning, Internal Audit, Business Solutions"
"1,300,000",7.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Manager,"accounts payable, team handling, general accounting, taxation"
"1,500,000",9.5,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Functional Outside Consultant,"ppm monitoring, gl, cash management, Oracle Fusion, ppm, ap, ar, oracle purchasing, procurement"
"287,500",1.5,Retail Sales,"Sales , Retail , Business Development","Pharma, Biotech, Clinical Research",Sales Executive,"Customer Support, bd, bde, customer service, Customer Complaints, Sales Coordination, sales co ordinator, Business Development, Salesforce"
"1,150,000",6.5,Retail Sales,"Sales , Retail , Business Development","Retail, Wholesale",Merchandiser,"vendor development, supply chain, Buying, procurement, purchase, Vendor Management, Vendor, merchandising"
"375,000",2.5,Designer,"Fashion Designing , Merchandising","Textiles, Garments, Accessories",Merchandiser,"Human Resource Management, Fashion Designing, HR, Sales Executive Activities, Design, Embroidery, fashion assistant, Customer Complaints, Dealing, Fashion Consultant"
"1,350,000",9.5,Retail/Personal Banking,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Regional Manager,"Corporate Banking, HNI Client Handling"
"225,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling,"BPO, International Call Center, Non Voice Process, customer support executive, Calling, customer support, voice process, voice support, Domestic, Customer Care, Fresher, Call Center, customer care executive"
"187,500",2.0,HR/ Recruitment / IR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",HR Executive,"HR Generalist Activities, HR Generalist, hr operations"
"550,000",4.0,Programming & Design,IT Software - Other,"IT-Software, Software Services",Testing Engineer,"mobile applications, apache cordova, phonegap, ios, application development"
"525,000",10.0,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Courier, Transportation, Freight , Warehousing",Taxation(Direct) Manager,"indirect taxation, GST"
"1,500,000",9.5,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services",Sales,"Business Development Management, Inside Sales, Marketing, Lead Qualification, Demand Generation, Sales Presentations, US Market, New Business, B2B, Presentation Skills, Closure, Event, Partnership, Microsoft"
"525,000",6.0,Administration/Facility Management,"HR , Recruitment , Administration , IR","Textiles, Garments, Accessories",Executive,"tickets, Excel Powerpoint, Event Management, Office Management, Senior Management, travel, MS Office Word"
"462,500",5.5,Technical Support,"IT Hardware , Technical Support , Telecom Engineering","Office Equipment, Automation",Customer Support Engineer,"technical support, printers, customer support, Technical Support Engineer, Customer Support Engineer, Xerox, Canon, Ricoh"
"175,000",2.5,Sales Support,"Sales , Retail , Business Development","Travel , Hotels , Restaurants , Airlines , Railways",Telesales,"Fixing Appointments, Lead Generation, cold calling, Outbound Sales, Telesales, Concept Selling, Timeshare, Product Marketing, outbound calling, telemarketing"
"2,250,000",11.0,Analytics & BI,Analytics & Business Intelligence,"Education, Teaching, Training",Business Analyst,"Training, Lean, Six Sigma, Performance Improvement, Business Process, Process Improvement, Process Excellence, Management Systems, Strategic Planning, Risk Management"
"237,500",2.0,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales,"Sales, hiring, agency management, health insurance, Agent Recruitment, Insurance Sales, agency sales"
"250,000",3.0,Retail Sales,"Sales , Retail , Business Development",Other,Sales Executive,"Service Industry, Sales, B2C Sales, Sales Executive Activities"
"1,700,000",10.5,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Corporate Communication Executive,"public relation, branding, media strategy, external communication, internal communication, corp comm"
"275,000",1.0,Other,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,"bpo, voice, call center operations, backend operations, back office, back office operations, back office executive, call center"
"200,000",3.5,Programming & Design,"IT Software - DBA , Datawarehousing","Media, Entertainment, Internet",Software Developer,Sharepoint Administration
"400,000",2.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"Objective C, IPad, XCode, IOS, IPhone, Core Data, Swift, Server Side, Performance Tuning, Web Technologies"
"250,000",3.5,Admin/Maintenance/Security/Datawarehousing,"IT Software - Systems , EDP , MIS","IT-Software, Software Services",Technical Support Engineer,"tech support, IT Helpdesk, international voice process, Technical Support, Technical Support Representative"
"775,000",9.5,Retail Sales,"Sales , Retail , Business Development",Insurance,Branch Manager,"Location Head, Sales Manager"
"200,000",0.0,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,SAP Basis
"275,000",3.5,Retail Sales,"Sales , Retail , Business Development","Real Estate, Property",Sales Executive,"sales & marketing, Direct Sales, selling, sales marketing, corporate sales, sales"
"225,000",1.5,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate,"PR, international bpo, chat process, Aviation, back office, web chat, Guest Relations, Public Speaking, bcom, fresher, inbound process, outbound, uk process, icse, communication skills, cbse"
"237,500",3.5,Admin/Maintenance/Security/Datawarehousing,"IT Software - Systems , EDP , MIS","Construction, Engineering, Cement, Metals",System Administrator,"system administration, it infrastructure, network infrastructure"
"250,000",1.5,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,"social media optimization, digital marketing, online marketing, smo, search engine optimization, search engine marketing, seo, on - page optimization, Off - page Optimization"
